[meta] uuid,Sports club,Political party,Church or other religious institution,"Other type of club (music / art, entertainment, social work etc.)",None of the above
81b31b90-9e7b-0134-dc49-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
81f68ff0-a3fa-0134-3cef-0a62e1402143,TRUE,TRUE,TRUE,FALSE,FALSE
822c69d0-a01f-0134-4dca-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
8237eff0-9e44-0134-3776-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
82b1d650-a041-0134-d94d-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
82d37650-9fa2-0134-d81b-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
82dd5e50-9db4-0134-8f92-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
82e33420-9d3f-0134-6ccf-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
82f9e0f0-9e34-0134-363e-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
832af770-9f99-0134-ec13-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
83523480-a03d-0134-1d99-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
8370d9e0-9d62-0134-b3bc-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
83d1b4d0-9dac-0134-4660-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8420d900-9ecd-0134-8bb4-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
84249ef0-a3b0-0134-a0e2-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
8442eca0-9d27-0134-c242-0a62e1402143,FALSE,TRUE,TRUE,TRUE,FALSE
8445a5c0-9d48-0134-44f3-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
846cee10-9d9c-0134-f12d-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
8487c6e0-9d72-0134-057f-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
84d90e60-9f98-0134-e530-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
84f9d250-a042-0134-b4c8-0a62e1402143,TRUE,FALSE,TRUE,FALSE,FALSE
8551d280-9e63-0134-0f27-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
855edb90-a040-0134-d03f-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
85920f00-9d62-0134-59ef-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
85fcb840-9db6-0134-2d91-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
86527040-9e68-0134-ab85-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
86cde020-9fe3-0134-4644-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
86cf9d30-a044-0134-bf3b-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
86f1d650-a3f6-0134-c74c-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
86f885d0-9fe6-0134-4c81-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
873bf1f0-9dd3-0134-c44b-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
874168d0-9e12-0134-a280-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
8761fe10-9d8e-0134-7132-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
8778cbb0-9e65-0134-eb87-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
884dd2d0-9e0f-0134-7b02-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8866c0e0-9deb-0134-af34-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
888273c0-9e0c-0134-5aec-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
88d779d0-a037-0134-af1f-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
88fce390-9d6b-0134-9a7a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8912e690-9e69-0134-af99-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
89357c50-9d91-0134-b5d8-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
89a0c6e0-9de6-0134-18c2-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
89e39cc0-9f46-0134-f35a-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
8a073670-9dad-0134-3ff0-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
8a15f870-9d3d-0134-5344-0a62e1402143,TRUE,TRUE,FALSE,FALSE,FALSE
8a3bc170-9d8a-0134-cd8a-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
8a40ebc0-9e0b-0134-4fb2-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
8a497220-9f06-0134-6fab-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
8a903a40-a042-0134-b4ea-0a62e1402143,TRUE,FALSE,TRUE,TRUE,FALSE
8a986b10-9f1d-0134-b05d-0a62e1402143,FALSE,TRUE,TRUE,FALSE,FALSE
8aa831c0-9d8d-0134-a97c-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
8aab0290-9d81-0134-a61e-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8ac3b960-a48b-0134-639a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8af8eed0-9daa-0134-f312-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8b3da6e0-9e26-0134-f88e-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
8b4f2ae0-9d86-0134-c0e2-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
8bbbd610-9d88-0134-2aa1-0a62e1402143,TRUE,TRUE,TRUE,TRUE,FALSE
8bde6780-a05c-0134-ff23-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8c144c30-9df3-0134-9774-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
8c661320-a058-0134-f5a5-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
8d188e50-a430-0134-8af6-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8d1ef9e0-9e0b-0134-4fce-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
8d34d3a0-9d90-0134-b2a0-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
8d51e0c0-9e12-0134-a2ac-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
8d54ea60-9de4-0134-f553-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8dbf1050-9e25-0134-94c5-0aaafcbd6b1f,TRUE,FALSE,TRUE,FALSE,FALSE
8dcffb30-9e46-0134-18e8-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8dd25280-a04a-0134-8cf8-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
8e28bce0-9e07-0134-dc62-0a62e1402143,FALSE,TRUE,TRUE,TRUE,FALSE
8e4e6240-9e1c-0134-ae06-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
8e601fe0-a057-0134-18f7-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
8e6d3940-9fcd-0134-3374-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
8e726fc0-9fda-0134-753c-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
8e932cd0-a007-0134-1656-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8eb2a940-9e88-0134-3dab-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
901cd110-9dfd-0134-f4d3-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
90b4c290-9d66-0134-9a99-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
91095d80-9d46-0134-f845-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
910cb1f0-9d90-0134-2519-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
91562b10-a390-0134-1b9a-0a62e1402143,FALSE,TRUE,TRUE,FALSE,FALSE
917a8480-9e8d-0134-0a51-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
9223f1c0-a394-0134-8e02-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
927e0240-a046-0134-e68a-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
92a889b0-9de7-0134-2099-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
92d99eb0-9dec-0134-6899-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
932686f0-9f89-0134-1f7d-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
9369bda0-a042-0134-ffef-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
9391f190-a489-0134-6444-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
9398b620-9e0e-0134-50f1-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
93a7be50-9de5-0134-ac37-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
93f5bdb0-9e08-0134-e253-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
941fbf10-9ffb-0134-4aa9-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
945443d0-9e61-0134-a660-0aaafcbd6b1f,TRUE,TRUE,FALSE,FALSE,FALSE
94950760-9fc7-0134-1cc4-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
94a53a50-a046-0134-ad22-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
94d67050-9f6b-0134-dd43-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
95365b30-9f0d-0134-54d5-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
958a45c0-9e1d-0134-1685-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
958bdd20-9ea7-0134-dcf5-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
95a54670-9ded-0134-53c1-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
95b2fac0-9dd4-0134-6844-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
95c4ec10-9da1-0134-e4a5-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
96496540-9f1e-0134-981e-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
9658e530-a385-0134-8395-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
96864650-9da5-0134-81ac-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
968f05d0-9f10-0134-d82a-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
969c7250-9dcf-0134-3c32-0a62e1402143,TRUE,TRUE,TRUE,FALSE,FALSE
969f4a80-9e5e-0134-596b-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
96c92ed0-9e1b-0134-a63e-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
9710d220-9d8d-0134-a999-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
97185be0-9ed5-0134-0d2f-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
97210c30-9f06-0134-6fd9-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
973dfc60-9d56-0134-471d-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
97439190-9e2f-0134-7a98-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
97a8dc30-a496-0134-9f55-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
97d47480-9de3-0134-ee30-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
9804a860-a394-0134-7e35-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
981256e0-9e1a-0134-2c1d-0aaafcbd6b1f,TRUE,TRUE,FALSE,FALSE,FALSE
982aed00-a3b4-0134-a9ac-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
9870bd30-9e1c-0134-3a26-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
987a9f30-a03e-0134-24b7-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
988da320-9d7a-0134-cfa1-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
989b0ba0-9d80-0134-a2a4-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
992e0f30-9fb3-0134-6a81-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
99569e50-a064-0134-1de6-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
9983b750-9e10-0134-54e0-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
99de5b30-9d3d-0134-5394-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
9a2a0770-9e1c-0134-3a31-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
9a8a3f80-9ddd-0134-b95c-0a62e1402143,TRUE,FALSE,TRUE,TRUE,FALSE
9af05720-9e2f-0134-5b91-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
9b17edf0-9d44-0134-911f-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
9b31fda0-9e1a-0134-2c3d-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
9b6003f0-9e5c-0134-da64-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
9b6c7190-a04a-0134-9e0b-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
9becc810-9e12-0134-b3b5-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
9c0ed560-9d32-0134-5d4b-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
9cbdd0a0-9e33-0134-da67-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
9ce241b0-a3bb-0134-0f7d-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
9d209660-9e33-0134-da69-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
9d22dfb0-9d7d-0134-b71d-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
9db1fc00-9fb6-0134-cacd-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
9dc7b6f0-9fcf-0134-e5b3-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
9de08480-9e1c-0134-3a52-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
9e2e2650-9e47-0134-1d40-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
9e4a8f90-9e13-0134-c063-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
9ebc75b0-9e11-0134-5b3d-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
9ec26d20-9de3-0134-548f-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
9ed27230-9e71-0134-a74e-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
9f10eb10-9ec9-0134-b03f-0a62e1402143,FALSE,TRUE,TRUE,TRUE,FALSE
9f3bc660-9dac-0134-16b4-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
9f7c0a30-9f03-0134-664c-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
9f85c020-9dfe-0134-24f6-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
9fc9db70-9e55-0134-65d2-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
a0868400-9e1f-0134-a41c-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a0e236d0-9e26-0134-7bbe-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
a109ef10-9e1d-0134-16d3-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
a11fc520-9d68-0134-793b-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
a1401cd0-9f37-0134-537f-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
a1a7daf0-a4c6-0134-f44f-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
a235eb40-a388-0134-72e8-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a2820930-9f98-0134-7489-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a2890660-9e7b-0134-eb2d-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
a39a8e30-9d46-0134-d9cc-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
a3ad3390-9e31-0134-cdb3-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
a457f930-9dd2-0134-8b1e-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a4766d90-9ded-0134-1a96-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
a5228d60-9d7c-0134-6855-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
a589e9a0-9d90-0134-2568-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
a5c579d0-9e6d-0134-acfd-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
a5c73f80-a052-0134-0bfe-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
a5cb1a60-9e47-0134-1d5c-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a5dc5200-9fc4-0134-a6cc-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a66f2370-9e3b-0134-c19f-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
a67f1d60-a048-0134-91ab-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
a6e9fb40-9d33-0134-f656-0aaafcbd6b1f,TRUE,FALSE,FALSE,TRUE,FALSE
a71aa6b0-9d8e-0134-ad44-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
a7ca4880-9db3-0134-6c69-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a7fee7a0-a47a-0134-8faf-0a62e1402143,TRUE,TRUE,TRUE,TRUE,FALSE
a815a3f0-9f96-0134-d891-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
a82312a0-a065-0134-0703-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a8aa1640-a000-0134-1357-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
a8c8bda0-9de7-0134-2170-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
a901ad20-9e5f-0134-5dc5-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
a9544680-9e6a-0134-82f7-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a99ba1b0-9e0f-0134-7c34-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
a9c9b360-9e29-0134-2ece-0a62e1402143,FALSE,TRUE,FALSE,TRUE,FALSE
a9cced10-9d30-0134-152b-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
a9e68a20-9d80-0134-a2d5-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
aa134670-9e11-0134-066c-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
aa7bea90-a044-0134-660f-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
aaf5d6d0-a059-0134-637b-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
aaf69770-9de1-0134-a9e4-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
aafdaed0-9e1f-0134-a486-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
ab2be070-9dea-0134-20a0-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
ab4ed7c0-9d92-0134-b9e7-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
ab5cca00-a4ba-0134-d5fc-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
abaee310-a045-0134-4007-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
abf14060-9e1d-0134-1725-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
ac0395b0-a027-0134-ecc5-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
ac841730-9e51-0134-5431-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
acec44d0-a050-0134-8127-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
acfb8440-9e1f-0134-a498-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
ad0f4ed0-9f96-0134-ec41-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
ad19dff0-9e11-0134-0688-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
ad894080-9d70-0134-9fdf-0aaafcbd6b1f,TRUE,FALSE,TRUE,FALSE,FALSE
aed67290-9d7d-0134-b763-0a62e1402143,TRUE,FALSE,TRUE,TRUE,FALSE
af0a7a80-9e16-0134-a25c-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
af1dfe50-9d90-0134-b31f-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
af819d70-9ed5-0134-0df4-0aaafcbd6b1f,FALSE,TRUE,FALSE,TRUE,FALSE
af9ef8a0-a03e-0134-731a-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
afe479c0-9d90-0134-2598-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
b0377ce0-9ee9-0134-4ce7-0aaafcbd6b1f,FALSE,TRUE,TRUE,TRUE,FALSE
b03cda00-9e62-0134-abaa-0a62e1402143,FALSE,TRUE,FALSE,TRUE,FALSE
b07bcac0-9e19-0134-a9af-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b0ee29b0-9fa3-0134-d88c-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
b106d760-9d5a-0134-8632-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
b11fef10-9e18-0134-5a88-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
b1234430-9ed2-0134-751f-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
b13a2c80-9d98-0134-2142-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b13c1110-9d87-0134-c46a-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b142f3c0-a471-0134-4e2f-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
b14a0960-9e00-0134-c480-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b14f10f0-9d92-0134-1b12-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b164f550-9e14-0134-9453-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b17f2820-9ff1-0134-1b68-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b1825fe0-9de3-0134-eedf-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
b3683070-9de0-0134-8daf-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b37b3bc0-9d7b-0134-4436-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
b38e1650-a39f-0134-8068-0a62e1402143,FALSE,TRUE,TRUE,FALSE,FALSE
b3ddbe30-9da1-0134-a6fe-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b42efcd0-9fcf-0134-fc40-0aaafcbd6b1f,TRUE,FALSE,FALSE,TRUE,FALSE
b4863ba0-9dd5-0134-438f-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b490c720-9e17-0134-2eb4-0a62e1402143,FALSE,TRUE,TRUE,FALSE,FALSE
b4955950-a03d-0134-afd4-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
b4ac4470-a05c-0134-b9e2-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
b4b1bba0-a463-0134-25f4-0a62e1402143,TRUE,TRUE,FALSE,FALSE,FALSE
b4e30ad0-9fb0-0134-42ef-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b561ce60-9f70-0134-3c36-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b5857050-a3f4-0134-afe6-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
b5bb96e0-a458-0134-e1a7-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b5bf8920-9e1f-0134-d02b-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
b5dfff50-9fb1-0134-03ed-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b5f2dc20-9de8-0134-a903-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
b6429be0-9d7b-0134-65b1-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b67f4c80-a469-0134-6e52-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b6ae3c60-9f2a-0134-1305-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
b6f5b200-9ec6-0134-ec3e-0a62e1402143,TRUE,TRUE,TRUE,TRUE,FALSE
b829d340-9d7b-0134-65b6-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
b837ce80-9fb3-0134-4c9b-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
b8710120-a491-0134-5523-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b9883250-9df2-0134-db1e-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
b9ae9d40-a473-0134-a9e7-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
b9c90200-9e1e-0134-88bd-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
b9e2eb80-9de3-0134-ef19-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
ba5b4b50-9e45-0134-14c2-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
bab65870-9e50-0134-bbc2-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
bb7d8d30-9de5-0134-70c6-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
bbd828e0-a494-0134-9851-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
bbe38530-9ed2-0134-8983-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
bc549e30-9e52-0134-58ac-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
bccc6b60-9e6a-0134-8338-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
bcda0980-a039-0134-8f41-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
bce1eb70-9e21-0134-2126-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
bcfc53f0-9e4e-0134-47b5-0aaafcbd6b1f,FALSE,TRUE,FALSE,TRUE,FALSE
bd187b90-9de3-0134-ef2a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
bd5ce790-9e64-0134-de8a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
