[meta] uuid,Sports club,Political party,Church or other religious institution,"Other type of club (music / art, entertainment, social work etc.)",None of the above
442dedc0-a49c-0134-c2f2-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
442f08a0-a057-0134-4082-0aaafcbd6b1f,TRUE,TRUE,TRUE,FALSE,FALSE
44ed1560-9f75-0134-2077-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
45125a90-9d4e-0134-04d9-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
454db7b0-9e25-0134-934f-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
45730950-9e11-0134-43f0-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
45913300-9e14-0134-6bef-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
459c8670-9f90-0134-eb62-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
45cdddc0-9fe0-0134-33eb-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
4645b690-9e54-0134-9fdd-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
46542860-9d8e-0134-7095-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
465441c0-9e50-0134-ba64-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
46547ff0-a03f-0134-1639-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
46782db0-9e52-0134-569b-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
46859af0-a440-0134-63b5-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
46ae9010-9d6c-0134-8a75-0aaafcbd6b1f,TRUE,FALSE,TRUE,FALSE,FALSE
46cb1960-9e80-0134-b727-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
46d83200-9fbb-0134-6baf-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
46f006b0-9e6f-0134-c45c-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
472d45e0-9db4-0134-8ee7-0aaafcbd6b1f,FALSE,TRUE,TRUE,TRUE,FALSE
474a3860-a4b2-0134-7ace-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
4765a7e0-a04f-0134-a664-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
477c3220-9de1-0134-924a-0a62e1402143,FALSE,TRUE,TRUE,TRUE,FALSE
4797e090-a390-0134-c102-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
47b6e250-9d41-0134-26bd-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
47f9f0c0-9e55-0134-63e3-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
481bf7c0-a047-0134-bd6a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
48d56f40-9e1a-0134-e7fb-0aaafcbd6b1f,FALSE,TRUE,FALSE,TRUE,FALSE
491894b0-9e0f-0134-78fa-0a62e1402143,TRUE,TRUE,TRUE,FALSE,FALSE
492eef90-9d8b-0134-cffb-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
49306820-9d48-0134-43ae-0aaafcbd6b1f,TRUE,FALSE,TRUE,FALSE,FALSE
494d25b0-a3e7-0134-1e13-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
49d4b8a0-a047-0134-952c-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
4a296940-a391-0134-c729-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
4a8c1080-9fa5-0134-9f95-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
4ab4ee90-a462-0134-3086-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
4ada9270-a492-0134-8ed1-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
4be11d00-9edf-0134-21e8-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
4bf677b0-a027-0134-1f77-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
4c0ac5d0-a393-0134-d34b-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
4c7889c0-9d27-0134-c1a1-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
4cac7a40-9d77-0134-c4e1-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
4cbe5420-9e4e-0134-7254-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
4cdbf4e0-9d78-0134-5a91-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
4d219680-a437-0134-279c-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
4d22b3e0-a46c-0134-a589-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
4d5e4820-a448-0134-4100-0a62e1402143,FALSE,TRUE,TRUE,FALSE,FALSE
4dee6850-a036-0134-10d4-0a62e1402143,TRUE,TRUE,TRUE,TRUE,FALSE
4dfb02d0-a3ca-0134-6e6c-0aaafcbd6b1f,FALSE,TRUE,TRUE,TRUE,FALSE
4e4670b0-9dc8-0134-f5b7-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
4ee54520-9d3e-0134-6356-0aaafcbd6b1f,TRUE,FALSE,FALSE,TRUE,FALSE
4ef20d00-9e66-0134-eea5-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
4f25fbe0-a383-0134-7398-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
4fe0f070-9db1-0134-648a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
4fe725f0-a03c-0134-c802-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
50cc7410-9d6c-0134-e168-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
50df12e0-9d71-0134-016a-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
50fff3e0-9e2b-0134-064c-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
51123460-9e36-0134-ab85-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5131d3e0-9f00-0134-33df-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
5152ce60-9d9e-0134-004c-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
5153d090-9e35-0134-2192-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
522b9930-a396-0134-9841-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
52cc7ae0-9ed1-0134-7f41-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
52d0d140-9f81-0134-88e1-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
52f45180-a065-0134-22c7-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
532c4dc0-9f0f-0134-d28f-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
532d72c0-9e4a-0134-4954-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
533ab4c0-a056-0134-a4f9-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
53573300-9e2b-0134-0663-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
53d16970-9d58-0134-ac29-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
53eda8c0-9e1d-0134-45f3-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
545ba470-a4cb-0134-5d54-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5486d440-a042-0134-1a3f-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
54918f70-9e36-0134-ab99-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
54f3de90-9df3-0134-dfcb-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
55711a90-a061-0134-6807-0a62e1402143,TRUE,TRUE,FALSE,FALSE,FALSE
55901570-9dd9-0134-037d-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
56d767e0-9e0d-0134-e093-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5704ea50-9ded-0134-51a8-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
574c0e20-9e59-0134-7617-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
577e2a90-9e5b-0134-7f15-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
57c3cac0-a05f-0134-31bb-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
58345910-9e0b-0134-429f-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
588a8980-a3a9-0134-579e-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
588c84c0-9e0e-0134-ad1b-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
588d5820-9e03-0134-d3ca-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
58a568f0-9e3e-0134-60ab-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
58bc2250-9f9d-0134-72c8-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
58c19e10-9d89-0134-2e05-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
59568070-9e19-0134-9d36-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
59826750-a389-0134-c1e0-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
59861b70-a04c-0134-da95-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
59e3ff10-9db5-0134-91d9-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
5a398cb0-9e0d-0134-4eee-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
5ac5d190-9e1b-0134-4fd1-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
5ae6ade0-9ea1-0134-ebd2-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
5aea7340-9fbb-0134-a287-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5b199430-9d46-0134-f6f4-0a62e1402143,TRUE,FALSE,TRUE,TRUE,FALSE
5b1cfde0-9d3d-0134-f617-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5b41fa90-9d51-0134-fc02-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
5b5b87e0-9ede-0134-c531-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5b929700-9d91-0134-b52b-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5babcae0-9e10-0134-3316-0aaafcbd6b1f,TRUE,TRUE,FALSE,FALSE,FALSE
5bc58390-9f1f-0134-4206-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5bcc9420-9d7a-0134-6136-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
5bf1a0e0-9d7f-0134-7044-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
5cbf3440-9e62-0134-aa05-0a62e1402143,FALSE,TRUE,FALSE,TRUE,FALSE
5d254770-9e00-0134-1eba-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
5d3137d0-a05e-0134-8129-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
5da80ca0-9f0c-0134-ab28-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
5dd4f060-9e78-0134-2604-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
5e239900-a023-0134-76bd-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
5e3eb2f0-a047-0134-be12-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
5eb9a9d0-9f88-0134-0315-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
5f0de3f0-a049-0134-ee6a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
5f297800-9eeb-0134-08ff-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5f6e9670-9f34-0134-76d6-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
5f759700-9ea4-0134-2622-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
5f9821f0-9ece-0134-bb3e-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
5ffe6f20-9e27-0134-808c-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
601b9210-a035-0134-aa59-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
60571d20-a059-0134-77d5-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
60964f10-9e71-0134-7f7f-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
60dd6cc0-9de2-0134-ae35-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
60f849d0-a4bb-0134-c0ca-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
60fb8200-9f13-0134-d640-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
60fcc7d0-a4cd-0134-d53f-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
611ee380-9fa5-0134-6e8d-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
61b51980-9fe2-0134-3c24-0aaafcbd6b1f,TRUE,FALSE,TRUE,FALSE,FALSE
61c21a80-a040-0134-cf59-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
6225f4a0-9da9-0134-8cf5-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
622b83e0-9f08-0134-9ac7-0a62e1402143,FALSE,TRUE,TRUE,TRUE,FALSE
6294d260-9f1e-0134-9730-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
62bfb3f0-9f7c-0134-7a9e-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
62f96ab0-a3dd-0134-ae50-0aaafcbd6b1f,TRUE,FALSE,FALSE,TRUE,FALSE
63971e50-9e46-0134-cd94-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
639e2630-9da3-0134-e996-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
63bf0140-a3e9-0134-24b5-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
64912340-a03c-0134-49ee-0a62e1402143,FALSE,TRUE,FALSE,TRUE,FALSE
64be3c20-9e74-0134-dba6-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
64be9400-9db7-0134-30eb-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
64c89ea0-a3c5-0134-7708-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
65a71450-9e1c-0134-1520-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
65bd5180-9dea-0134-9b7c-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
66091ea0-9d94-0134-bf82-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
663e0aa0-9de4-0134-f44b-0a62e1402143,TRUE,TRUE,FALSE,FALSE,FALSE
66508d00-9e3e-0134-60fc-0a62e1402143,FALSE,TRUE,TRUE,FALSE,FALSE
668c4dd0-9e25-0134-93f3-0aaafcbd6b1f,TRUE,FALSE,FALSE,TRUE,FALSE
66c2c1c0-a3e1-0134-1e2c-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
66d0f840-9de1-0134-6d29-0a62e1402143,FALSE,FALSE,TRUE,TRUE,FALSE
66da7970-9de7-0134-1f2e-0aaafcbd6b1f,FALSE,TRUE,TRUE,TRUE,FALSE
66ea51f0-a037-0134-ae6f-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
66edc750-9d4a-0134-4f10-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
671c2380-9d64-0134-bc55-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
67231610-9fdf-0134-4601-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
675270a0-9d48-0134-4457-0aaafcbd6b1f,TRUE,TRUE,FALSE,FALSE,FALSE
681d3cb0-a3cd-0134-3297-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
6821dce0-9df6-0134-359b-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
68299430-a04b-0134-8496-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
68617030-9d4f-0134-09f7-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
688d9f60-9d52-0134-0191-0aaafcbd6b1f,FALSE,TRUE,TRUE,TRUE,FALSE
689d3940-9ef3-0134-6a05-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
68ad0ad0-9f5b-0134-a566-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
68faf7c0-9e1c-0134-38d2-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
6930fe60-9d47-0134-cfc3-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
69601490-a011-0134-7fd1-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
6989e3e0-9fb6-0134-8bf0-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
69fd3d00-9d98-0134-7e13-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
6a48d0b0-9e89-0134-f430-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
6a5f3c20-9fdb-0134-75ed-0a62e1402143,TRUE,FALSE,TRUE,FALSE,FALSE
6a718270-9e4e-0134-4655-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
6a823130-9de7-0134-581e-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
6aba5c20-9efb-0134-a471-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
6acb6ce0-9e04-0134-8d91-0a62e1402143,TRUE,FALSE,TRUE,TRUE,FALSE
6b3cf120-9e9e-0134-6a2e-0aaafcbd6b1f,FALSE,TRUE,TRUE,TRUE,FALSE
6b4bc2e0-9dec-0134-9475-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
6b5e8d60-9f1d-0134-3a22-0aaafcbd6b1f,TRUE,TRUE,FALSE,TRUE,FALSE
6b8eeb30-9e04-0134-b16e-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
6cbb3520-9e26-0134-f7e4-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
6d0f14f0-9ed3-0134-dec2-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
6db86a90-9e0e-0134-ea2c-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
6dd9dac0-9e54-0134-79f7-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
6eb97e90-a058-0134-f4ea-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
6ebef1c0-9e6e-0134-1ef4-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
6ed4e760-9f3c-0134-59d4-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
6f0b69d0-9e66-0134-ef31-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
6f3fc290-a398-0134-6ad5-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
70459060-a040-0134-0aa8-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
706945c0-9db4-0134-8f5c-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
70e231d0-9e7c-0134-48d7-0a62e1402143,TRUE,FALSE,TRUE,FALSE,FALSE
70f61380-9d6e-0134-9363-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
71009420-9e75-0134-6091-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
7125a230-9f26-0134-e72d-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
712ce670-9f7c-0134-a56b-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
71619550-9e20-0134-d510-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
71b9c470-a065-0134-04fe-0a62e1402143,TRUE,TRUE,TRUE,TRUE,FALSE
71cd6fc0-9e14-0134-6d1c-0aaafcbd6b1f,TRUE,FALSE,FALSE,TRUE,FALSE
71cdce40-9f87-0134-7078-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE
71e8a820-9de4-0134-f493-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
72244f60-a03c-0134-4a2a-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
7286ea80-9e1c-0134-ad52-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
72a09370-9fb4-0134-51bd-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
72aac130-9f77-0134-911c-0a62e1402143,TRUE,FALSE,FALSE,TRUE,FALSE
72e4b580-9d33-0134-f583-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
730f0690-a3f3-0134-6f86-0aaafcbd6b1f,TRUE,TRUE,FALSE,FALSE,FALSE
732dba10-9f3f-0134-822c-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
736d1b40-9e66-0134-e638-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
73805870-9e10-0134-6156-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
745a28c0-9d6e-0134-9374-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
74c99730-9e2d-0134-570e-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
74d5c990-9d72-0134-0553-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
750e8710-9d8d-0134-6e40-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
75217c50-9e1e-0134-c3f2-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
764fcdb0-a436-0134-2265-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
76532940-9e10-0134-616e-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
76791950-a053-0134-0bf6-0a62e1402143,FALSE,FALSE,FALSE,TRUE,FALSE
768b3bc0-9e66-0134-ef56-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
768cc4b0-9d66-0134-441a-0aaafcbd6b1f,TRUE,FALSE,TRUE,FALSE,FALSE
76aab5f0-a3e3-0134-c03d-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
7730a410-9e2c-0134-4fdf-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
776cccc0-9e5e-0134-58e7-0aaafcbd6b1f,FALSE,FALSE,TRUE,TRUE,FALSE
7806a380-9df5-0134-815b-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
78992580-9f4c-0134-ceb4-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
78b84c10-a42a-0134-57a8-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
78d176a0-9e71-0134-a669-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
78e47220-9dae-0134-0e4b-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
79553600-9d68-0134-9127-0a62e1402143,TRUE,FALSE,FALSE,TRUE,FALSE
796fa200-9eb9-0134-70d9-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
7a613500-9d73-0134-31d8-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
7a71a780-9e99-0134-076a-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
7aaa9490-9e1a-0134-5db2-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
7b2f0fd0-9f76-0134-b4c6-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
7b7aea60-9f43-0134-29ab-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
7b8ac440-a01e-0134-4888-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
7b9a2280-a049-0134-4bed-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
7c06e5b0-a3d1-0134-cd33-0a62e1402143,TRUE,FALSE,FALSE,TRUE,FALSE
7c100770-a4d3-0134-1a47-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE
7c69c990-9e03-0134-d241-0aaafcbd6b1f,TRUE,TRUE,TRUE,FALSE,FALSE
7c8b06d0-a04b-0134-a3ec-0aaafcbd6b1f,TRUE,TRUE,TRUE,TRUE,FALSE
7c9c0980-9ee6-0134-258e-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
7cafbef0-9e17-0134-2c99-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
7d6ce850-9de5-0134-6f0e-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
7d7caf80-9de4-0134-59dc-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
7df18410-9e02-0134-d0bc-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
7e8bcc40-9d9e-0134-a8b6-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
7f08eec0-9ec8-0134-4886-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
7f21cec0-9eff-0134-8b6c-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE
7f3e68c0-a495-0134-9b16-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE
7f4760d0-a3b8-0134-815c-0aaafcbd6b1f,FALSE,TRUE,TRUE,FALSE,FALSE
7f6a5ec0-9eb3-0134-162d-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
7f761ee0-9d9b-0134-ed7a-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
7f7c23f0-9edc-0134-51cb-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
7f97bc00-a048-0134-b3c1-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
7f9e7ac0-9e9f-0134-2b2a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
7fcc6d80-a47c-0134-44d0-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE
8026b100-9ed4-0134-26da-0a62e1402143,FALSE,TRUE,TRUE,TRUE,FALSE
802ef4b0-9de6-0134-823a-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
8089f820-9e4c-0134-599e-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE
80963e10-a04d-0134-8ab0-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
80ecee00-a055-0134-202f-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
8143f100-9e1b-0134-a5b0-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE
815f7460-a006-0134-314c-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
81a79c00-a3a2-0134-e241-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE
81ada640-9e1f-0134-cb29-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE
