[meta] uuid,White (Caucasian),North African / Middle Eastern,Asian (includes Indian),Hispanic or Latino,Black,Other
ba5f74c0-9e06-0134-a045-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ec91f260-a08c-0134-a8c6-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
55ad7ea0-a2c8-0134-b236-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
051569a0-a040-0134-07eb-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1a687b50-9ee2-0134-7ae6-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
a4cc6e60-a368-0134-444f-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
db59c500-a0f1-0134-fa61-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
b49a6300-a34e-0134-887c-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1b586dc0-a08a-0134-d3b6-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0e72d560-a356-0134-be1c-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27b6e380-a045-0134-6979-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6427c180-a0fe-0134-ffe5-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5ad07720-a12a-0134-bdda-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
76638450-a077-0134-a9c8-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0bae1a00-a108-0134-ce48-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
baa034c0-a219-0134-c438-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
25a2ce20-9d6e-0134-9249-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5da7e4e0-a086-0134-72ee-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33f8da30-a073-0134-c0c0-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75c1c3f0-a011-0134-4da1-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6dc60f20-a34d-0134-f86f-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8a397e50-a12b-0134-f3e0-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0c836940-a396-0134-96fc-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7ebe43a0-a131-0134-4779-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0f954340-a24c-0134-1b27-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
b64802a0-9dcb-0134-ff54-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3a6c0b20-a2c4-0134-168c-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6ea861a0-a0f3-0134-8f81-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ed2369f0-9fab-0134-68a8-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
fff092d0-a112-0134-864f-0aaafcbd6b1f,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
00e2be90-a37d-0134-d9a4-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34643140-a2c0-0134-c17f-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6c2eda00-9e16-0134-a03c-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
101b0c50-9e43-0134-0847-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
335c9810-a1d9-0134-997f-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
25fcfcd0-a0ed-0134-f54e-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
07b61d00-9d4b-0134-7458-0a62e1402143,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
affa1440-a0eb-0134-e2bf-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8d99a890-a139-0134-c114-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
24380960-a1ce-0134-df1d-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
e24d2e10-a21a-0134-82ce-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
f92ebc10-a1e6-0134-4ff7-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0a35b3a0-a2df-0134-6a86-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
b1f05c00-a2e3-0134-45ba-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
89ec6010-a20a-0134-705c-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ec4f0070-a2cc-0134-ba05-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
e33b2e40-a32d-0134-33d0-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7fdba350-a37e-0134-c390-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ca7b4bd0-a1d5-0134-af63-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
39682cb0-9ea4-0134-e665-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
887fc020-a3a7-0134-b06c-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3a11e960-a0ec-0134-8185-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0a4bfae0-a10c-0134-3432-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4deae660-a2e2-0134-3d0b-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
cb67b930-9e7f-0134-d002-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4a7c49b0-a153-0134-058c-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
974351e0-9f91-0134-af09-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9d9a5980-a08d-0134-ce80-0a62e1402143,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
5078c9a0-9e1a-0134-e834-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
291a4350-a366-0134-3e10-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7112cbf0-a03d-0134-7a56-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
65654d60-a0f7-0134-da4d-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4c76a810-a42a-0134-56bd-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9255c100-9ed2-0134-b470-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6ef36c50-9ee8-0134-788f-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6d127270-9ecb-0134-81f7-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
d09af770-a207-0134-4cd7-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
454efa50-a081-0134-b099-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
cf941e10-9f7e-0134-72e9-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
f11ce580-a134-0134-a214-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
f2090020-a127-0134-dc9e-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3541e500-a15a-0134-282c-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6fbb9fa0-a107-0134-64c4-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4e675e10-a0f4-0134-cbc3-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1dd6e010-a159-0134-3745-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3757a8e0-a280-0134-0bef-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6a502300-a1c4-0134-8a81-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
90c89210-a061-0134-cb33-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3c2b2e70-a14e-0134-6fc5-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
d0f32380-a17e-0134-9086-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
53a70540-a27c-0134-9b74-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
be0dd2a0-a38b-0134-cff9-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
89ef7e50-9d49-0134-ad62-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
82b3cd30-a130-0134-40c7-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
29b611e0-9e08-0134-1c81-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8af7ddb0-9fc2-0134-5718-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9801ccd0-a10c-0134-b3a6-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
30e02270-9ed9-0134-678a-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6f53b0e0-a26a-0134-fee0-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
887c1cc0-a089-0134-fcfc-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
56e18fa0-a172-0134-788d-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
cc39e5a0-a070-0134-9b1d-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
400e1fc0-a061-0134-c92e-0aaafcbd6b1f,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
116d81b0-9f93-0134-f9fd-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5cd804a0-a126-0134-4269-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10a04d40-a01b-0134-7505-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ce437d60-a059-0134-dab4-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6555c180-a228-0134-2338-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
eb774ab0-9fb1-0134-e360-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
968e95c0-a07e-0134-4db7-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
f38ab710-a2c8-0134-d565-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
f1d271f0-a14d-0134-cd9c-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
55673a60-a085-0134-eca3-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
baeb31a0-a2a4-0134-2035-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
a245ebe0-9efe-0134-3a93-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4e570a80-a212-0134-b12d-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ed562dc0-9dd2-0134-8ca5-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26c3c2f0-9f94-0134-01ad-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3a6e0f00-a2a1-0134-fb47-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4ff786d0-a08e-0134-4b4b-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
02ded5b0-a127-0134-ee29-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
b7010440-a438-0134-bf43-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
a17456b0-a14c-0134-fad2-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dadc1a80-9dd1-0134-4a20-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0ba93700-a089-0134-fa27-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ebe15890-a04f-0134-89f1-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bfd6a1e0-a000-0134-fa77-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
43df5d20-9ffb-0134-80b4-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
89017460-a13a-0134-214b-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
598be7e0-a2da-0134-c222-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5e4406e0-9fce-0134-f5f4-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2fede720-a055-0134-1df3-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
883ebbe0-a47a-0134-8eef-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
cff0ca30-a32b-0134-2c85-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
97115870-a34c-0134-7f01-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0c295ab0-a0d4-0134-3aa4-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
c7bd9390-a2de-0134-a4be-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
f965c960-a190-0134-7d4a-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
eb398670-a33a-0134-06a2-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
52166820-9f56-0134-d20f-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
c03b73b0-a1fa-0134-ad49-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
d2ae56c0-a01a-0134-1f5b-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
b7904c90-a4d5-0134-4002-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
c03e13d0-a25d-0134-9746-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
99df22f0-9ec1-0134-511d-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
04561310-9fd5-0134-450e-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
b2089650-a062-0134-07ee-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
99e3bf30-a08f-0134-04bf-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
bac87240-9fab-0134-6721-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
15371da0-9e19-0134-5dd0-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9f625330-a3d5-0134-e397-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
fb1312a0-a03c-0134-57a6-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
c4d38c40-9f9c-0134-fac5-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5296c470-a380-0134-7634-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9eafd5b0-9fba-0134-a1ac-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aa5fe850-a108-0134-d283-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
87ae2dc0-a08f-0134-0463-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ce9374a0-9ddb-0134-44b3-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
b0cc5860-9fa9-0134-1b77-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
a5da2ed0-a093-0134-41c6-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0b9b4390-a2cb-0134-688c-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41901d00-9f87-0134-fb7f-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5b389860-9e8b-0134-125d-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6f080f20-a054-0134-7f5c-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
af9be620-a047-0134-ad86-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3c16eed0-a08e-0134-fd74-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41a5e010-a232-0134-44c7-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3edb37e0-a0f3-0134-8e67-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2ea60a00-a060-0134-8c38-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
e3e00620-9fb0-0134-4419-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
07bd91e0-a105-0134-3b98-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
90222f00-a0fd-0134-017b-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3d322740-a07c-0134-db8a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
827d6030-a17e-0134-a699-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
130efb80-a44e-0134-c08a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
84a14090-a150-0134-cd14-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
614a1f90-a138-0134-b99f-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
58bc77d0-9e37-0134-2893-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4d19c8a0-a11b-0134-a1ff-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
e40ea460-a076-0134-71bc-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ea3944e0-9dd0-0134-4644-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
d1494090-a393-0134-073f-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
02661390-9d4b-0134-7430-0a62e1402143,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1e62ec20-a03e-0134-b296-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
69e00d90-9ebb-0134-2e33-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0d79ebe0-a107-0134-4a85-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
c8d45120-a03b-0134-c4ae-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2c72dfd0-9d2c-0134-9a4a-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2f221d50-a389-0134-96d0-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9abfd730-a085-0134-854c-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
cb8a5920-a132-0134-c90b-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8f681780-a23d-0134-0b57-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9242d430-a143-0134-f47d-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
23003590-a090-0134-554f-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
db92a6a0-a1b6-0134-491a-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
a791e010-9ebe-0134-4139-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6f85c3c0-9fc2-0134-2f06-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ecc66440-a152-0134-3edf-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12aadfd0-9d50-0134-0df0-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
b718e9d0-a2ac-0134-3627-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
76cbd3e0-a11f-0134-6205-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
42bb10e0-9ed5-0134-0b12-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0dbc5eb0-9e06-0134-2ec5-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
a37d2240-9dd0-0134-d464-0a62e1402143,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
f5adf170-a0f4-0134-a04d-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
381857f0-a1e2-0134-6dfa-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
53c414b0-9ef3-0134-6975-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1f2d7270-a279-0134-2812-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1f236280-a1d0-0134-cbce-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
597a7ea0-a05f-0134-86b6-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ad5340d0-9e03-0134-12d2-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50f45480-9d65-0134-f7b6-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
e72e5ec0-a467-0134-630a-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9b44c6a0-a063-0134-6794-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1f49fd40-a159-0134-58c8-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7a00d5c0-a125-0134-25c4-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
edc2e260-a352-0134-6f88-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1f63ef60-a138-0134-f98e-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
d12c64b0-a2df-0134-04e0-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1f5f8e00-a1ac-0134-91b3-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
56e53d20-a0e9-0134-7557-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
f5f9cf80-a08b-0134-10f2-0aaafcbd6b1f,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8945c080-a122-0134-47ae-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
001ead20-a12c-0134-f6c0-0aaafcbd6b1f,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
6233a2e0-9e9d-0134-63b9-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
283232b0-a3fe-0134-f407-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8697b130-a2ae-0134-3396-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
b3ae1410-a10b-0134-b43a-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
38b45320-a37b-0134-f370-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
00417220-a1cf-0134-1d32-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
142e6390-a125-0134-bdc0-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0b518ae0-9f36-0134-e350-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
73072800-a38e-0134-12f1-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
797800a0-a1c5-0134-a32e-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0b610440-9ece-0134-a92c-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
fdc7b560-a26b-0134-04e7-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0c704930-a272-0134-3436-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
61b49480-a054-0134-493b-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1b9057c0-a2bf-0134-75d4-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
c07fe5e0-a2db-0134-7326-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5698c450-a3ec-0134-78b1-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5fbc7fa0-9ef3-0134-69c4-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
f3b9c530-a1bf-0134-9180-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9456a690-a102-0134-8ccc-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
944e65a0-a359-0134-0fae-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3914dd30-a136-0134-1115-0aaafcbd6b1f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bcc91220-a3a2-0134-5f8e-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
e2e03b70-a047-0134-aee0-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3661eaa0-9ecc-0134-60a7-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
99875e00-9d38-0134-2042-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
a8ff80b0-9ed5-0134-0dc2-0aaafcbd6b1f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
a7fa14b0-a3c8-0134-83cb-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
90e78a70-a08a-0134-a4d5-0a62e1402143,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
874390b0-9ef8-0134-7eb2-0a62e1402143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
